,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
108,2023-08-07,259.464111225651,231.02012521386075,277.55534224967386,259.464111225651,259.464111225651,-3.8683305621705046,-3.8683305621705046,-3.8683305621705046,-3.8683305621705046,-3.8683305621705046,-3.8683305621705046,0.0,0.0,0.0,255.59578066348047
109,2023-08-08,259.258925508182,233.93626675539628,280.5484744780586,259.258925508182,259.258925508182,-1.502351754553612,-1.502351754553612,-1.502351754553612,-1.502351754553612,-1.502351754553612,-1.502351754553612,0.0,0.0,0.0,257.7565737536284
110,2023-08-09,259.05373979071305,230.8108174615616,278.9751446619078,259.05373979071305,259.05373979071305,-2.4088920275147006,-2.4088920275147006,-2.4088920275147006,-2.4088920275147006,-2.4088920275147006,-2.4088920275147006,0.0,0.0,0.0,256.64484776319836
111,2023-08-10,258.8485540732441,231.6512649983972,278.0906789019831,258.8485540732441,258.8485540732441,-3.4578948062512436,-3.4578948062512436,-3.4578948062512436,-3.4578948062512436,-3.4578948062512436,-3.4578948062512436,0.0,0.0,0.0,255.39065926699286
112,2023-08-11,258.6433683557751,230.9203402793161,277.0345239443599,258.6433683557751,258.6433683557751,-3.303546150841188,-3.303546150841188,-3.303546150841188,-3.303546150841188,-3.303546150841188,-3.303546150841188,0.0,0.0,0.0,255.33982220493394
113,2023-08-14,258.0278089302091,230.44023670144338,277.2994674114221,258.0278089302091,258.0278089302091,-3.8683305621844055,-3.8683305621844055,-3.8683305621844055,-3.8683305621844055,-3.8683305621844055,-3.8683305621844055,0.0,0.0,0.0,254.1594783680247
114,2023-08-15,257.8226224550204,231.63766054015505,280.7358818092121,257.8226224550204,257.8226224550204,-1.502351754565579,-1.502351754565579,-1.502351754565579,-1.502351754565579,-1.502351754565579,-1.502351754565579,0.0,0.0,0.0,256.32027070045484
115,2023-08-16,257.6174359798317,230.23632301338972,280.4556047249516,257.6174359798317,257.6174359798317,-2.4088920275124055,-2.4088920275124055,-2.4088920275124055,-2.4088920275124055,-2.4088920275124055,-2.4088920275124055,0.0,0.0,0.0,255.20854395231933
116,2023-08-17,257.41224950464306,229.89240716161194,279.98836146947036,257.41224950464306,257.41224950464306,-3.4578948062481016,-3.4578948062481016,-3.4578948062481016,-3.4578948062481016,-3.4578948062481016,-3.4578948062481016,0.0,0.0,0.0,253.95435469839495
117,2023-08-18,257.2070630294544,230.09265361831305,278.79283896194124,257.2070630294544,257.2070630294544,-3.303546150843337,-3.303546150843337,-3.303546150843337,-3.303546150843337,-3.303546150843337,-3.303546150843337,0.0,0.0,0.0,253.90351687861104
118,2023-08-21,256.5915036038883,228.6139387280973,276.3299100408756,256.5915036038883,256.5915036038883,-3.8683305621832935,-3.8683305621832935,-3.8683305621832935,-3.8683305621832935,-3.8683305621832935,-3.8683305621832935,0.0,0.0,0.0,252.72317304170502
119,2023-08-22,256.38631712869966,229.89875530763285,279.5726101663495,256.38631712869966,256.38631712869966,-1.5023517545621794,-1.5023517545621794,-1.5023517545621794,-1.5023517545621794,-1.5023517545621794,-1.5023517545621794,0.0,0.0,0.0,254.8839653741375
120,2023-08-23,256.18113065351093,229.71709625447852,277.4579066277454,256.18113065351093,256.18113065351093,-2.4088920275154746,-2.4088920275154746,-2.4088920275154746,-2.4088920275154746,-2.4088920275154746,-2.4088920275154746,0.0,0.0,0.0,253.77223862599547
121,2023-08-24,255.9759441291266,230.0604417753545,274.2058540509787,255.9759441291266,255.9759441291266,-3.457894806252471,-3.457894806252471,-3.457894806252471,-3.457894806252471,-3.457894806252471,-3.457894806252471,0.0,0.0,0.0,252.5180493228741
122,2023-08-25,255.77075760474222,227.6574491163802,275.3032700145158,255.77075760474222,255.77075760474222,-3.3035461508237858,-3.3035461508237858,-3.3035461508237858,-3.3035461508237858,-3.3035461508237858,-3.3035461508237858,0.0,0.0,0.0,252.46721145391842
123,2023-08-28,255.15519803158912,227.54944493855697,274.29432661764076,255.15519803158912,255.15519803158912,-3.8683305621821824,-3.8683305621821824,-3.8683305621821824,-3.8683305621821824,-3.8683305621821824,-3.8683305621821824,0.0,0.0,0.0,251.28686746940693
124,2023-08-29,254.95001150720472,229.83940738416692,278.9142434685207,254.95001150720472,254.95001150720472,-1.502351754561457,-1.502351754561457,-1.502351754561457,-1.502351754561457,-1.502351754561457,-1.502351754561457,0.0,0.0,0.0,253.44765975264326
125,2023-08-30,254.74482498282035,229.08515413946174,275.32979479237343,254.74482498282035,254.74482498282035,-2.40889202751586,-2.40889202751586,-2.40889202751586,-2.40889202751586,-2.40889202751586,-2.40889202751586,0.0,0.0,0.0,252.3359329553045
126,2023-08-31,254.539638458436,226.16653105718137,274.46777517006757,254.539638458436,254.539638458436,-3.4578948062346857,-3.4578948062346857,-3.4578948062346857,-3.4578948062346857,-3.4578948062346857,-3.4578948062346857,0.0,0.0,0.0,251.0817436522013
127,2023-09-01,254.33445193405163,226.40171913910913,274.0994338766226,254.33445193405163,254.33445193405163,-3.3035461508259343,-3.3035461508259343,-3.3035461508259343,-3.3035461508259343,-3.3035461508259343,-3.3035461508259343,0.0,0.0,0.0,251.0309057832257
128,2023-09-05,253.5137058365141,229.04368068014705,276.12306570678743,253.5137058365141,253.5137058365141,-1.5023517545707465,-1.5023517545707465,-1.5023517545707465,-1.5023517545707465,-1.5023517545707465,-1.5023517545707465,0.0,0.0,0.0,252.01135408194335
129,2023-09-06,253.30851121417777,226.38562506686696,273.4896401516522,253.30851121417777,253.30851121417777,-2.408892027516246,-2.408892027516246,-2.408892027516246,-2.408892027516246,-2.408892027516246,-2.408892027516246,0.0,0.0,0.0,250.8996191866615
130,2023-09-07,253.10331659184143,224.95690946933857,272.9856168714728,253.10331659184143,253.10331659184143,-3.4578948062465633,-3.4578948062465633,-3.4578948062465633,-3.4578948062465633,-3.4578948062465633,-3.4578948062465633,0.0,0.0,0.0,249.64542178559486
131,2023-09-08,252.8981219695051,225.9002871734532,275.4625945142821,252.8981219695051,252.8981219695051,-3.3035461508280832,-3.3035461508280832,-3.3035461508280832,-3.3035461508280832,-3.3035461508280832,-3.3035461508280832,0.0,0.0,0.0,249.59457581867701
132,2023-09-11,252.2825381024961,225.32060255683922,272.36966125873346,252.2825381024961,252.2825381024961,-3.868330562161659,-3.868330562161659,-3.868330562161659,-3.868330562161659,-3.868330562161659,-3.868330562161659,0.0,0.0,0.0,248.41420754033444
133,2023-09-12,252.07734348015975,225.07397262265863,273.9341986465581,252.07734348015975,252.07734348015975,-1.5023517545700242,-1.5023517545700242,-1.5023517545700242,-1.5023517545700242,-1.5023517545700242,-1.5023517545700242,0.0,0.0,0.0,250.57499172558974
134,2023-09-13,251.87214885782342,226.13307229871617,271.543630519197,251.87214885782342,251.87214885782342,-2.408892027516633,-2.408892027516633,-2.408892027516633,-2.408892027516633,-2.408892027516633,-2.408892027516633,0.0,0.0,0.0,249.4632568303068
135,2023-09-14,251.66695423548708,225.21334296530824,270.32408553100163,251.66695423548708,251.66695423548708,-3.4578948062434223,-3.4578948062434223,-3.4578948062434223,-3.4578948062434223,-3.4578948062434223,-3.4578948062434223,0.0,0.0,0.0,248.20905942924367
136,2023-09-15,251.46175961315075,223.23218138548,272.0098199502664,251.46175961315075,251.46175961315075,-3.303546150819382,-3.303546150819382,-3.303546150819382,-3.303546150819382,-3.303546150819382,-3.303546150819382,0.0,0.0,0.0,248.15821346233136
137,2023-09-18,250.84616308737967,222.9719403365832,270.6637495647688,250.84616308737967,250.84616308737967,-3.8683305621755584,-3.8683305621755584,-3.8683305621755584,-3.8683305621755584,-3.8683305621755584,-3.8683305621755584,0.0,0.0,0.0,246.9778325252041
138,2023-09-19,250.640964245456,224.356749408719,271.8246630225053,250.640964245456,250.640964245456,-1.5023517545639478,-1.5023517545639478,-1.5023517545639478,-1.5023517545639478,-1.5023517545639478,-1.5023517545639478,0.0,0.0,0.0,249.13861249089203
139,2023-09-20,250.4357654035323,223.42911912637797,271.5390795920538,250.4357654035323,250.4357654035323,-2.4088920275197014,-2.4088920275197014,-2.4088920275197014,-2.4088920275197014,-2.4088920275197014,-2.4088920275197014,0.0,0.0,0.0,248.0268733760126
140,2023-09-21,250.2305665616086,221.88898863263034,269.8907927854809,250.2305665616086,250.2305665616086,-3.457894806247791,-3.457894806247791,-3.457894806247791,-3.457894806247791,-3.457894806247791,-3.457894806247791,0.0,0.0,0.0,246.77267175536082
141,2023-09-22,250.0253677196849,223.29542480357628,269.9815709899441,250.0253677196849,250.0253677196849,-3.303546150845,-3.303546150845,-3.303546150845,-3.303546150845,-3.303546150845,-3.303546150845,0.0,0.0,0.0,246.7218215688399
142,2023-09-25,249.40977119391388,220.1392294315241,271.19540854801005,249.40977119391388,249.40977119391388,-3.868330562174447,-3.868330562174447,-3.868330562174447,-3.868330562174447,-3.868330562174447,-3.868330562174447,0.0,0.0,0.0,245.54144063173945
143,2023-09-26,249.20457235199018,223.17791415606203,271.782647968822,249.20457235199018,249.20457235199018,-1.5023517545632257,-1.5023517545632257,-1.5023517545632257,-1.5023517545632257,-1.5023517545632257,-1.5023517545632257,0.0,0.0,0.0,247.70222059742696
144,2023-09-27,248.99937351006653,223.36454562656266,270.10919000049563,248.99937351006653,248.99937351006653,-2.4088920275145975,-2.4088920275145975,-2.4088920275145975,-2.4088920275145975,-2.4088920275145975,-2.4088920275145975,0.0,0.0,0.0,246.59048148255192
145,2023-09-28,248.79417109224792,219.44183868772043,270.0342641899138,248.79417109224792,248.79417109224792,-3.4578948062521606,-3.4578948062521606,-3.4578948062521606,-3.4578948062521606,-3.4578948062521606,-3.4578948062521606,0.0,0.0,0.0,245.33627628599575
146,2023-09-29,248.58896867442928,222.05838140155618,269.62924424191823,248.58896867442928,248.58896867442928,-3.3035461508254476,-3.3035461508254476,-3.3035461508254476,-3.3035461508254476,-3.3035461508254476,-3.3035461508254476,0.0,0.0,0.0,245.28542252360384
147,2023-10-02,247.9733614209735,220.44635458577991,269.319132792334,247.9733614209735,247.9733614209735,-3.8683305621808413,-3.8683305621808413,-3.8683305621808413,-3.8683305621808413,-3.8683305621808413,-3.8683305621808413,0.0,0.0,0.0,244.10503085879267
148,2023-10-03,247.7681590031549,221.6497060465119,270.4371088109884,247.7681590031549,247.7681590031549,-1.502351754562503,-1.502351754562503,-1.502351754562503,-1.502351754562503,-1.502351754562503,-1.502351754562503,0.0,0.0,0.0,246.26580724859238
149,2023-10-04,247.56295658533628,219.6989843772348,271.29114778186454,247.56295658533628,247.56295658533628,-2.4088920275176657,-2.4088920275176657,-2.4088920275176657,-2.4088920275176657,-2.4088920275176657,-2.4088920275176657,0.0,0.0,0.0,245.15406455781863
150,2023-10-05,247.35775416751767,220.72137297122563,267.18067111891946,247.35775416751767,247.35775416751767,-3.4578948062565282,-3.4578948062565282,-3.4578948062565282,-3.4578948062565282,-3.4578948062565282,-3.4578948062565282,0.0,0.0,0.0,243.89985936126115
151,2023-10-06,247.1525517496991,221.1103132679628,268.33509229157096,247.1525517496991,247.1525517496991,-3.303546150827596,-3.303546150827596,-3.303546150827596,-3.303546150827596,-3.303546150827596,-3.303546150827596,0.0,0.0,0.0,243.84900559887149
152,2023-10-09,246.53694449624325,218.82876366969467,266.0479671642877,246.53694449624325,246.53694449624325,-3.8683305621614292,-3.8683305621614292,-3.8683305621614292,-3.8683305621614292,-3.8683305621614292,-3.8683305621614292,0.0,0.0,0.0,242.66861393408183
153,2023-10-10,246.3317355547762,221.87127668874578,270.19002091051703,246.3317355547762,246.3317355547762,-1.5023517545564264,-1.5023517545564264,-1.5023517545564264,-1.5023517545564264,-1.5023517545564264,-1.5023517545564264,0.0,0.0,0.0,244.82938380021977
154,2023-10-11,246.12652661330915,219.67549826608987,265.8420514265844,246.12652661330915,246.12652661330915,-2.4088920275153702,-2.4088920275153702,-2.4088920275153702,-2.4088920275153702,-2.4088920275153702,-2.4088920275153702,0.0,0.0,0.0,243.71763458579377
155,2023-10-12,245.9213176718421,219.40410100793417,266.9257903235664,245.9213176718421,245.9213176718421,-3.457894806253386,-3.457894806253386,-3.457894806253386,-3.457894806253386,-3.457894806253386,-3.457894806253386,0.0,0.0,0.0,242.4634228655887
156,2023-10-13,245.71610873037505,216.44678037160023,265.7641266609949,245.71610873037505,245.71610873037505,-3.303546150853214,-3.303546150853214,-3.303546150853214,-3.303546150853214,-3.303546150853214,-3.303546150853214,0.0,0.0,0.0,242.41256257952185
157,2023-10-16,245.1004819059739,218.04244363528193,263.85356372316284,245.1004819059739,245.1004819059739,-3.8683305621678246,-3.8683305621678246,-3.8683305621678246,-3.8683305621678246,-3.8683305621678246,-3.8683305621678246,0.0,0.0,0.0,241.2321513438061
158,2023-10-17,244.89527296450686,218.73587689029313,266.31190717172257,244.89527296450686,244.89527296450686,-1.5023517545557037,-1.5023517545557037,-1.5023517545557037,-1.5023517545557037,-1.5023517545557037,-1.5023517545557037,0.0,0.0,0.0,243.39292120995117
159,2023-10-18,244.6900640230398,217.79243246504902,268.29955930882096,244.6900640230398,244.6900640230398,-2.408892027518438,-2.408892027518438,-2.408892027518438,-2.408892027518438,-2.408892027518438,-2.408892027518438,0.0,0.0,0.0,242.28117199552136
160,2023-10-19,244.48485508157273,216.44289301277797,264.3298575878251,244.48485508157273,244.48485508157273,-3.457894806250622,-3.457894806250622,-3.457894806250622,-3.457894806250622,-3.457894806250622,-3.457894806250622,0.0,0.0,0.0,241.0269602753221
161,2023-10-20,244.27964614155613,217.42905240886438,263.5936240117061,244.27964614155613,244.27964614155613,-3.303546150855363,-3.303546150855363,-3.303546150855363,-3.303546150855363,-3.303546150855363,-3.303546150855363,0.0,0.0,0.0,240.97609999070076
162,2023-10-23,243.6640193215063,215.7932975029878,264.5514280137467,243.6640193215063,243.6640193215063,-3.868330562174219,-3.868330562174219,-3.868330562174219,-3.868330562174219,-3.868330562174219,-3.868330562174219,0.0,0.0,0.0,239.79568875933208
163,2023-10-24,243.45881038148966,217.18258075248963,265.5138582152495,243.45881038148966,243.45881038148966,-1.5023517545676708,-1.5023517545676708,-1.5023517545676708,-1.5023517545676708,-1.5023517545676708,-1.5023517545676708,0.0,0.0,0.0,241.95645862692197
164,2023-10-25,243.25360144147305,216.5216083105199,264.7031748369644,243.25360144147305,243.25360144147305,-2.4088920275215058,-2.4088920275215058,-2.4088920275215058,-2.4088920275215058,-2.4088920275215058,-2.4088920275215058,0.0,0.0,0.0,240.84470941395153
165,2023-10-26,243.04839250145642,214.36226486513982,263.5589499706558,243.04839250145642,243.04839250145642,-3.45789480624748,-3.45789480624748,-3.45789480624748,-3.45789480624748,-3.45789480624748,-3.45789480624748,0.0,0.0,0.0,239.59049769520894
166,2023-10-27,242.84318356143982,216.13530318179366,264.49432190510896,242.84318356143982,242.84318356143982,-3.3035461508466613,-3.3035461508466613,-3.3035461508466613,-3.3035461508466613,-3.3035461508466613,-3.3035461508466613,0.0,0.0,0.0,239.53963741059314
167,2023-10-30,242.22755674138998,212.9666717467956,263.8131135278682,242.22755674138998,242.22755674138998,-3.8683305621806134,-3.8683305621806134,-3.8683305621806134,-3.8683305621806134,-3.8683305621806134,-3.8683305621806134,0.0,0.0,0.0,238.35922617920937
168,2023-10-31,242.02234780137331,216.60093891848285,264.9798414573428,242.02234780137331,242.02234780137331,-1.5023517545669482,-1.5023517545669482,-1.5023517545669482,-1.5023517545669482,-1.5023517545669482,-1.5023517545669482,0.0,0.0,0.0,240.51999604680637
169,2023-11-01,241.81713886111498,215.11616008225846,265.8064234129811,241.81713886111498,241.81713886111498,-2.4088920275192103,-2.4088920275192103,-2.4088920275192103,-2.4088920275192103,-2.4088920275192103,-2.4088920275192103,0.0,0.0,0.0,239.40824683359577
170,2023-11-02,241.61192992085665,215.24599512509778,260.62706587086456,241.61192992085665,241.61192992085665,-3.4578948062593584,-3.4578948062593584,-3.4578948062593584,-3.4578948062593584,-3.4578948062593584,-3.4578948062593584,0.0,0.0,0.0,238.1540351145973
171,2023-11-03,241.40672098059832,213.52589221568692,260.5991195117022,241.40672098059832,241.40672098059832,-3.3035461508379607,-3.3035461508379607,-3.3035461508379607,-3.3035461508379607,-3.3035461508379607,-3.3035461508379607,0.0,0.0,0.0,238.10317482976035
172,2023-11-06,240.79109415982333,211.6494547050068,261.5481040092407,240.79109415982333,240.79109415982333,-3.868330562179501,-3.868330562179501,-3.868330562179501,-3.868330562179501,-3.868330562179501,-3.868330562179501,0.0,0.0,0.0,236.92276359764384
173,2023-11-07,240.585885219565,215.42738608961267,264.22772293278376,240.585885219565,240.585885219565,-1.5023517545635485,-1.5023517545635485,-1.5023517545635485,-1.5023517545635485,-1.5023517545635485,-1.5023517545635485,0.0,0.0,0.0,239.08353346500144
174,2023-11-08,240.38067627930667,214.6731146003528,261.4504396098958,240.38067627930667,240.38067627930667,-2.4088920275222785,-2.4088920275222785,-2.4088920275222785,-2.4088920275222785,-2.4088920275222785,-2.4088920275222785,0.0,0.0,0.0,237.97178425178438
175,2023-11-09,240.1754673390483,213.54588846126816,259.3908125459062,240.1754673390483,240.1754673390483,-3.457894806241572,-3.457894806241572,-3.457894806241572,-3.457894806241572,-3.457894806241572,-3.457894806241572,0.0,0.0,0.0,236.71757253280674
176,2023-11-10,239.97025839879,211.26378981506153,259.92599438756423,239.97025839879,239.97025839879,-3.3035461508292596,-3.3035461508292596,-3.3035461508292596,-3.3035461508292596,-3.3035461508292596,-3.3035461508292596,0.0,0.0,0.0,236.66671224796076
177,2023-11-13,239.3546315798168,213.33226198347336,258.69893850791584,239.3546315798168,239.3546315798168,-3.8683305621934023,-3.8683305621934023,-3.8683305621934023,-3.8683305621934023,-3.8683305621934023,-3.8683305621934023,0.0,0.0,0.0,235.48630101762342
178,2023-11-14,239.1494226401591,215.12288102390778,260.6987087143266,239.1494226401591,239.1494226401591,-1.5023517545601488,-1.5023517545601488,-1.5023517545601488,-1.5023517545601488,-1.5023517545601488,-1.5023517545601488,0.0,0.0,0.0,237.64707088559894
179,2023-11-15,238.94421370050136,212.10634679954148,260.18896974694724,238.94421370050136,238.94421370050136,-2.4088920275171755,-2.4088920275171755,-2.4088920275171755,-2.4088920275171755,-2.4088920275171755,-2.4088920275171755,0.0,0.0,0.0,236.5353216729842
180,2023-11-16,238.73900476084364,210.59818633038492,260.2891837856969,238.73900476084364,238.73900476084364,-3.457894806245941,-3.457894806245941,-3.457894806245941,-3.457894806245941,-3.457894806245941,-3.457894806245941,0.0,0.0,0.0,235.2811099545977
181,2023-11-17,238.53379582118592,210.77068586953754,259.87766938231977,238.53379582118592,238.53379582118592,-3.3035461508314077,-3.3035461508314077,-3.3035461508314077,-3.3035461508314077,-3.3035461508314077,-3.3035461508314077,0.0,0.0,0.0,235.2302496703545
182,2023-11-20,237.91816900221266,208.46061937290327,257.27244192318574,237.91816900221266,237.91816900221266,-3.8683305621664843,-3.8683305621664843,-3.8683305621664843,-3.8683305621664843,-3.8683305621664843,-3.8683305621664843,0.0,0.0,0.0,234.0498384400462
183,2023-11-21,237.71296006255494,212.43811404343205,261.6654847859821,237.71296006255494,237.71296006255494,-1.5023517545567493,-1.5023517545567493,-1.5023517545567493,-1.5023517545567493,-1.5023517545567493,-1.5023517545567493,0.0,0.0,0.0,236.2106083079982
184,2023-11-22,237.50775112289722,211.10578900369066,258.5312735711182,237.50775112289722,237.50775112289722,-2.408892027517561,-2.408892027517561,-2.408892027517561,-2.408892027517561,-2.408892027517561,-2.408892027517561,0.0,0.0,0.0,235.09885909537965
185,2023-11-24,237.09732971165568,209.82106513588863,257.35934287236057,237.09732971165568,237.09732971165568,-3.3035461508118567,-3.3035461508118567,-3.3035461508118567,-3.3035461508118567,-3.3035461508118567,-3.3035461508118567,0.0,0.0,0.0,233.79378356084382
186,2023-11-27,236.4816975947934,207.92146569023637,257.20686812936555,236.4816975947934,236.4816975947934,-3.8683305621728783,-3.8683305621728783,-3.8683305621728783,-3.8683305621728783,-3.8683305621728783,-3.8683305621728783,0.0,0.0,0.0,232.61336703262052
187,2023-11-28,236.27648688917265,210.7690939558675,258.44565773804436,236.27648688917265,236.27648688917265,-1.502351754556027,-1.502351754556027,-1.502351754556027,-1.502351754556027,-1.502351754556027,-1.502351754556027,0.0,0.0,0.0,234.7741351346166
188,2023-11-29,236.07127618355184,210.26278075485908,256.8420633398076,236.07127618355184,236.07127618355184,-2.408892027517948,-2.408892027517948,-2.408892027517948,-2.408892027517948,-2.408892027517948,-2.408892027517948,0.0,0.0,0.0,233.6623841560339
189,2023-11-30,235.86606547793107,209.71687225999048,257.73618575176846,235.86606547793107,235.86606547793107,-3.457894806239658,-3.457894806239658,-3.457894806239658,-3.457894806239658,-3.457894806239658,-3.457894806239658,0.0,0.0,0.0,232.4081706716914
190,2023-12-01,235.66085477231033,208.81851770367237,256.1967075235659,235.66085477231033,235.66085477231033,-3.3035461508483244,-3.3035461508483244,-3.3035461508483244,-3.3035461508483244,-3.3035461508483244,-3.3035461508483244,0.0,0.0,0.0,232.357308621462
191,2023-12-04,235.04522265544801,206.25539935197034,253.8428597386943,235.04522265544801,235.04522265544801,-3.8683305621717663,-3.8683305621717663,-3.8683305621717663,-3.8683305621717663,-3.8683305621717663,-3.8683305621717663,0.0,0.0,0.0,231.17689209327625
192,2023-12-05,234.84001194982724,208.86002287524855,256.96076351680347,234.84001194982724,234.84001194982724,-1.5023517545499507,-1.5023517545499507,-1.5023517545499507,-1.5023517545499507,-1.5023517545499507,-1.5023517545499507,0.0,0.0,0.0,233.3376601952773
193,2023-12-06,234.63394756052443,209.2199264223881,256.56916571236843,234.63394756052443,234.63394756052443,-2.4088920275128456,-2.4088920275128456,-2.4088920275128456,-2.4088920275128456,-2.4088920275128456,-2.4088920275128456,0.0,0.0,0.0,232.22505553301158
194,2023-12-07,234.4278831712216,208.19453760408538,255.63030253676527,234.4278831712216,234.4278831712216,-3.4578948062515367,-3.4578948062515367,-3.4578948062515367,-3.4578948062515367,-3.4578948062515367,-3.4578948062515367,0.0,0.0,0.0,230.96998836497005
195,2023-12-08,234.22181878191878,207.74500676739152,255.14855824767483,234.22181878191878,234.22181878191878,-3.3035461508396224,-3.3035461508396224,-3.3035461508396224,-3.3035461508396224,-3.3035461508396224,-3.3035461508396224,0.0,0.0,0.0,230.91827263107916
196,2023-12-11,233.6036256140103,204.3435015336205,254.58312435524476,233.6036256140103,233.6036256140103,-3.8683305621706547,-3.8683305621706547,-3.8683305621706547,-3.8683305621706547,-3.8683305621706547,-3.8683305621706547,0.0,0.0,0.0,229.73529505183964
197,2023-12-12,233.3975612247075,208.63713843164308,256.61915174920694,233.3975612247075,233.3975612247075,-1.5023517545645944,-1.5023517545645944,-1.5023517545645944,-1.5023517545645944,-1.5023517545645944,-1.5023517545645944,0.0,0.0,0.0,231.8952094701429
198,2023-12-13,233.19149683540465,207.21295405907807,253.96309017917864,233.19149683540465,233.19149683540465,-2.40889202751323,-2.40889202751323,-2.40889202751323,-2.40889202751323,-2.40889202751323,-2.40889202751323,0.0,0.0,0.0,230.78260480789143
199,2023-12-14,232.9854324461018,203.60434253727422,254.06005586548662,232.9854324461018,232.9854324461018,-3.4578948062483947,-3.4578948062483947,-3.4578948062483947,-3.4578948062483947,-3.4578948062483947,-3.4578948062483947,0.0,0.0,0.0,229.52753763985342
200,2023-12-15,232.77936805679894,205.47489884865763,254.17468585828414,232.77936805679894,232.77936805679894,-3.3035461508417714,-3.3035461508417714,-3.3035461508417714,-3.3035461508417714,-3.3035461508417714,-3.3035461508417714,0.0,0.0,0.0,229.47582190595716
201,2023-12-18,231.4604041228846,203.99650980239943,251.98047082959454,231.4604041228846,231.4604041228846,-3.868330562184556,-3.868330562184556,-3.868330562184556,-3.868330562184556,-3.868330562184556,-3.868330562184556,0.0,0.0,0.0,227.59207356070004
202,2023-12-19,231.02074947824642,205.7010690146871,254.15712382200323,231.02074947824642,231.02074947824642,-1.5023517545585174,-1.5023517545585174,-1.5023517545585174,-1.5023517545585174,-1.5023517545585174,-1.5023517545585174,0.0,0.0,0.0,229.5183977236879
203,2023-12-20,230.58109483360832,204.05109101042805,253.13183383479492,230.58109483360832,230.58109483360832,-2.408892027516299,-2.408892027516299,-2.408892027516299,-2.408892027516299,-2.408892027516299,-2.408892027516299,0.0,0.0,0.0,228.17220280609203
204,2023-12-21,230.14144018897022,203.3020684213431,249.39458281710992,230.14144018897022,230.14144018897022,-3.457894806252764,-3.457894806252764,-3.457894806252764,-3.457894806252764,-3.457894806252764,-3.457894806252764,0.0,0.0,0.0,226.68354538271745
205,2023-12-22,229.7017855443321,204.5332623072239,250.87977310775221,229.7017855443321,229.7017855443321,-3.3035461508439203,-3.3035461508439203,-3.3035461508439203,-3.3035461508439203,-3.3035461508439203,-3.3035461508439203,0.0,0.0,0.0,226.39823939348818
206,2023-12-26,227.9431669657796,200.78991020336287,251.4136678451802,227.9431669657796,227.9431669657796,-1.5023517545577956,-1.5023517545577956,-1.5023517545577956,-1.5023517545577956,-1.5023517545577956,-1.5023517545577956,0.0,0.0,0.0,226.4408152112218
207,2023-12-27,227.50351232114147,200.84755688284017,248.98533041530723,227.50351232114147,227.50351232114147,-2.4088920275166847,-2.4088920275166847,-2.4088920275166847,-2.4088920275166847,-2.4088920275166847,-2.4088920275166847,0.0,0.0,0.0,225.09462029362479
208,2023-12-28,227.06385767650332,199.15684413094888,247.8586410719358,227.06385767650332,227.06385767650332,-3.4578948062424884,-3.4578948062424884,-3.4578948062424884,-3.4578948062424884,-3.4578948062424884,-3.4578948062424884,0.0,0.0,0.0,223.60596287026084
209,2023-12-29,226.62420303186522,198.6488179663165,246.46240708202623,226.62420303186522,226.62420303186522,-3.3035461508243693,-3.3035461508243693,-3.3035461508243693,-3.3035461508243693,-3.3035461508243693,-3.3035461508243693,0.0,0.0,0.0,223.32065688104086
210,2024-01-02,224.86558445331272,199.71067335487757,247.50361882507528,224.86558445331272,224.86558445331272,-1.5023517545697616,-1.5023517545697616,-1.5023517545697616,-1.5023517545697616,-1.5023517545697616,-1.5023517545697616,0.0,0.0,0.0,223.36323269874296
211,2024-01-03,224.4259298086746,198.39980158837125,246.56729207724584,224.4259298086746,224.4259298086746,-2.408892027519754,-2.408892027519754,-2.408892027519754,-2.408892027519754,-2.408892027519754,-2.408892027519754,0.0,0.0,0.0,222.01703778115484
212,2024-01-04,223.9862751640365,197.44378855847788,243.71041367193845,223.9862751640365,223.9862751640365,-3.457894806246857,-3.457894806246857,-3.457894806246857,-3.457894806246857,-3.457894806246857,-3.457894806246857,0.0,0.0,0.0,220.52838035778964
213,2024-01-05,223.54662051939837,195.83016392683825,243.1307814942885,223.54662051939837,223.54662051939837,-3.303546150839137,-3.303546150839137,-3.303546150839137,-3.303546150839137,-3.303546150839137,-3.303546150839137,0.0,0.0,0.0,220.24307436855923
214,2024-01-08,222.22765658548397,195.30807025386827,242.5228830122587,222.22765658548397,222.22765658548397,-3.868330562170426,-3.868330562170426,-3.868330562170426,-3.868330562170426,-3.868330562170426,-3.868330562170426,0.0,0.0,0.0,218.35932602331354
215,2024-01-09,221.78800194084582,196.9557273675368,242.38850023268677,221.78800194084582,221.78800194084582,-1.502351754566362,-1.502351754566362,-1.502351754566362,-1.502351754566362,-1.502351754566362,-1.502351754566362,0.0,0.0,0.0,220.28565018627947
216,2024-01-10,221.34834729620772,194.35538575809414,243.05273702070187,221.34834729620772,221.34834729620772,-2.408892027517457,-2.408892027517457,-2.408892027517457,-2.408892027517457,-2.408892027517457,-2.408892027517457,0.0,0.0,0.0,218.93945526869027
